walk_forward_sharpe,walk_forward_cagr,walk_forward_drawdown,stability_score,consistency_index,splits,walk_forward_score
0.5810922045194148,0.07969197636102887,-0.24709070956286172,0.5743442915807431,1.0,4,0.7022483551158263
