date,OLS,Ridge,Lasso,WeightedVoting
2016-03-09,-0.0002859681457573863,-0.0002855283566966769,0.0,0.0
2016-03-10,0.0008321681853113543,0.0008306320605847059,0.0,0.22870406872700547
2016-03-11,0.0008321681853113543,0.0008306320605847059,0.0,0.22870406872700547
2016-03-14,-0.0002859681457573863,-0.0002855283566966769,0.0,0.0
2016-03-15,-0.0002859681457573863,-0.0002855283566966769,0.0,0.0
2016-03-16,0.0008321681853113543,0.0008306320605847059,0.0,0.22870406872700547
2016-03-17,-0.001404104476826127,-0.00140168877397806,0.0,-0.22870406872700547
2016-03-18,-0.001404104476826127,-0.00140168877397806,0.0,-0.22870406872700547
2016-03-21,-0.001404104476826127,-0.00140168877397806,0.0,-0.22870406872700547
2016-03-22,-0.001404104476826127,-0.00140168877397806,0.0,-0.22870406872700547
2016-03-23,-0.001404104476826127,-0.00140168877397806,0.0,-0.22870406872700547
2016-03-24,0.0008321681853113543,0.0008306320605847059,0.0,0.22870406872700547
2016-03-28,-0.0002859681457573863,-0.0002855283566966769,0.0,0.0
2016-03-29,0.0008321681853113543,0.0008306320605847059,0.0,0.22870406872700547
2016-03-30,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-03-31,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-04-01,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-04-04,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-04-05,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-04-06,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-04-07,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-04-08,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-04-11,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-04-12,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-04-13,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2016-04-14,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-04-15,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-04-18,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-04-19,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-04-20,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-04-21,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2016-04-22,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2016-04-25,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-04-26,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-04-27,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-04-28,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2016-04-29,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2016-05-02,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-05-03,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-05-04,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-05-05,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-05-06,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-05-09,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-05-10,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2016-05-11,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2016-05-12,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2016-05-13,-0.0016416765252735368,-0.0016386451540174333,0.0,-0.03872595775326135
2016-05-16,-0.0016416765252735368,-0.0016386451540174333,0.0,-0.03872595775326135
2016-05-17,-0.0016416765252735368,-0.0016386451540174333,0.0,-0.03872595775326135
2016-05-18,-0.0016416765252735368,-0.0016386451540174333,0.0,-0.03872595775326135
2016-05-19,-0.0016416765252735368,-0.0016386451540174333,0.0,-0.03872595775326135
2016-05-20,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2016-05-23,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2016-05-24,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-05-25,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-05-26,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2016-05-27,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2016-05-30,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-05-31,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-06-01,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-06-02,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-06-03,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-06-06,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-06-07,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-06-08,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2016-06-09,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-06-10,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-06-13,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-06-14,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-06-15,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-06-16,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-06-17,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2016-06-20,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-06-21,0.00011167250433633601,0.00011142583268995874,0.0,0.2155205591128425
2016-06-22,0.00011167250433633601,0.00011142583268995874,0.0,0.2155205591128425
2016-06-23,0.0010775197693915525,0.0010759255284007061,0.0,0.6218438002886567
2016-06-24,0.00011167250433633601,0.00011142583268995874,0.0,0.2155205591128425
2016-06-27,-4.0616561677188015e-05,-4.0234888880676714e-05,0.0,0.3931397315616512
2016-06-28,-4.0616561677188015e-05,-4.0234888880676714e-05,0.0,0.3931397315616512
2016-06-29,-4.0616561677188015e-05,-4.0234888880676714e-05,0.0,0.3931397315616512
2016-06-30,-0.002124600157801145,-0.0021208950018728073,0.0,-0.24188757834116845
2016-07-01,-0.0011587528927459287,-0.0011563953061620596,0.0,0.16443566283464575
2016-07-04,-0.002124600157801145,-0.0021208950018728073,0.0,-0.24188757834116845
2016-07-05,-0.0011587528927459287,-0.0011563953061620596,0.0,0.16443566283464575
2016-07-06,-4.0616561677188015e-05,-4.0234888880676714e-05,0.0,0.3931397315616512
2016-07-07,-4.0616561677188015e-05,-4.0234888880676714e-05,0.0,0.3931397315616512
2016-07-08,0.0010775197693915525,0.0010759255284007061,0.0,0.6218438002886567
2016-07-11,-4.0616561677188015e-05,-4.0234888880676714e-05,0.0,0.3931397315616512
2016-07-12,-4.0616561677188015e-05,-4.0234888880676714e-05,0.0,0.3931397315616512
2016-07-13,-0.0011587528927459287,-0.0011563953061620596,0.0,0.16443566283464575
2016-07-14,-0.0006836087958511086,-0.0006824825460833127,0.0,-0.2155205591128425
2016-07-15,-0.0011587528927459287,-0.0011563953061620596,0.0,0.16443566283464575
2016-07-18,-0.0011587528927459287,-0.0011563953061620596,0.0,0.16443566283464575
2016-07-19,-0.0011587528927459287,-0.0011563953061620596,0.0,0.16443566283464575
2016-07-20,-0.0011587528927459287,-0.0011563953061620596,0.0,0.16443566283464575
2016-07-21,-0.0006836087958511086,-0.0006824825460833127,0.0,-0.2155205591128425
2016-07-22,0.0004345275352176319,0.00043367787119807016,0.0,0.01318350961416298
2016-07-25,0.0004345275352176319,0.00043367787119807016,0.0,0.01318350961416298
2016-07-26,0.0004345275352176319,0.00043367787119807016,0.0,0.01318350961416298
2016-07-27,0.0015526638662863722,0.001549838288479453,0.0,0.24188757834116845
2016-07-28,0.0015526638662863722,0.001549838288479453,0.0,0.24188757834116845
2016-07-29,0.0015526638662863722,0.001549838288479453,0.0,0.24188757834116845
2016-08-01,0.0015526638662863722,0.001549838288479453,0.0,0.24188757834116845
2016-08-02,0.0015526638662863722,0.001549838288479453,0.0,0.24188757834116845
2016-08-03,0.0015526638662863722,0.001549838288479453,0.0,0.24188757834116845
2016-08-04,0.0015526638662863722,0.001549838288479453,0.0,0.24188757834116845
2016-08-05,0.0015526638662863722,0.001549838288479453,0.0,0.24188757834116845
2016-08-08,0.0015526638662863722,0.001549838288479453,0.0,0.24188757834116845
2016-08-09,0.0015526638662863722,0.001549838288479453,0.0,0.24188757834116845
2016-08-10,0.0004345275352176319,0.00043367787119807016,0.0,0.01318350961416298
2016-08-11,0.0015526638662863722,0.001549838288479453,0.0,0.24188757834116845
2016-08-12,0.0015526638662863722,0.001549838288479453,0.0,0.24188757834116845
2016-08-15,0.0004345275352176319,0.00043367787119807016,0.0,0.01318350961416298
2016-08-16,-0.0016494560609063252,-0.0016469822417940598,0.0,-0.6218438002886567
2016-08-17,-0.0016494560609063252,-0.0016469822417940598,0.0,-0.6218438002886567
2016-08-18,-0.0016494560609063252,-0.0016469822417940598,0.0,-0.6218438002886567
2016-08-19,-0.0016494560609063252,-0.0016469822417940598,0.0,-0.6218438002886567
2016-08-22,-0.0016494560609063252,-0.0016469822417940598,0.0,-0.6218438002886567
2016-08-23,-0.0016494560609063252,-0.0016469822417940598,0.0,-0.6218438002886567
2016-08-24,-0.0016494560609063252,-0.0016469822417940598,0.0,-0.6218438002886567
2016-08-25,-0.0016494560609063252,-0.0016469822417940598,0.0,-0.6218438002886567
2016-08-26,-0.0016494560609063252,-0.0016469822417940598,0.0,-0.6218438002886567
2016-08-29,-0.0016494560609063252,-0.0016469822417940598,0.0,-0.6218438002886567
2016-08-30,-0.0016494560609063252,-0.0016469822417940598,0.0,-0.6218438002886567
2016-08-31,-0.0016494560609063252,-0.0016469822417940598,0.0,-0.6218438002886567
2016-09-01,-0.0016494560609063252,-0.0016469822417940598,0.0,-0.6218438002886567
2016-09-02,-0.0016494560609063252,-0.0016469822417940598,0.0,-0.6218438002886567
2016-09-05,-0.0016494560609063252,-0.0016469822417940598,0.0,-0.6218438002886567
2016-09-06,-0.0016494560609063252,-0.0016469822417940598,0.0,-0.6218438002886567
2016-09-07,-0.0016494560609063252,-0.0016469822417940598,0.0,-0.6218438002886567
2016-09-08,-0.0016494560609063252,-0.0016469822417940598,0.0,-0.6218438002886567
2016-09-09,-0.002124600157801145,-0.0021208950018728073,0.0,-0.24188757834116845
2016-09-12,-0.0016494560609063252,-0.0016469822417940598,0.0,-0.6218438002886567
2016-09-13,-0.0006836087958511086,-0.0006824825460833127,0.0,-0.2155205591128425
2016-09-14,-0.0006836087958511086,-0.0006824825460833127,0.0,-0.2155205591128425
2016-09-15,0.0004345275352176319,0.00043367787119807016,0.0,0.01318350961416298
2016-09-16,0.0004345275352176319,0.00043367787119807016,0.0,0.01318350961416298
2016-09-19,0.0004345275352176319,0.00043367787119807016,0.0,0.01318350961416298
2016-09-20,0.0004345275352176319,0.00043367787119807016,0.0,0.01318350961416298
2016-09-21,0.0004345275352176319,0.00043367787119807016,0.0,0.01318350961416298
2016-09-22,-0.0006836087958511086,-0.0006824825460833127,0.0,-0.2155205591128425
2016-09-23,-0.0006836087958511086,-0.0006824825460833127,0.0,-0.2155205591128425
2016-09-26,0.0004345275352176319,0.00043367787119807016,0.0,0.01318350961416298
2016-09-27,-0.0006836087958511086,-0.0006824825460833127,0.0,-0.2155205591128425
2016-09-28,-0.0006836087958511086,-0.0006824825460833127,0.0,-0.2155205591128425
2016-09-29,-0.0016494560609063252,-0.0016469822417940598,0.0,-0.6218438002886567
2016-09-30,-0.002124600157801145,-0.0021208950018728073,0.0,-0.24188757834116845
2016-10-03,-0.002124600157801145,-0.0021208950018728073,0.0,-0.24188757834116845
2016-10-04,-0.0010064638267324045,-0.0010047345845914238,0.0,-0.01318350961416298
2016-10-05,-0.0010064638267324045,-0.0010047345845914238,0.0,-0.01318350961416298
2016-10-06,-0.002124600157801145,-0.0021208950018728073,0.0,-0.24188757834116845
2016-10-07,-0.0010064638267324045,-0.0010047345845914238,0.0,-0.01318350961416298
2016-10-10,-0.0010064638267324045,-0.0010047345845914238,0.0,-0.01318350961416298
2016-10-11,-0.0010064638267324045,-0.0010047345845914238,0.0,-0.01318350961416298
2016-10-12,0.00011167250433633601,0.00011142583268995874,0.0,0.2155205591128425
2016-10-13,0.00011167250433633601,0.00011142583268995874,0.0,0.2155205591128425
2016-10-14,0.00011167250433633601,0.00011142583268995874,0.0,0.2155205591128425
2016-10-17,0.00011167250433633601,0.00011142583268995874,0.0,0.2155205591128425
2016-10-18,0.00011167250433633601,0.00011142583268995874,0.0,0.2155205591128425
2016-10-19,0.00011167250433633601,0.00011142583268995874,0.0,0.2155205591128425
2016-10-20,0.00011167250433633601,0.00011142583268995874,0.0,0.2155205591128425
2016-10-21,0.00011167250433633601,0.00011142583268995874,0.0,0.2155205591128425
2016-10-24,0.00011167250433633601,0.00011142583268995874,0.0,0.2155205591128425
2016-10-25,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-10-26,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-10-27,-0.0016416765252735368,-0.0016386451540174333,0.0,-0.03872595775326135
2016-10-28,-0.0016416765252735368,-0.0016386451540174333,0.0,-0.03872595775326135
2016-10-31,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2016-11-01,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2016-11-02,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2016-11-03,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2016-11-04,0.001069740233758764,0.0010675884406240793,0.0,0.03872595775326135
2016-11-07,0.001069740233758764,0.0010675884406240793,0.0,0.03872595775326135
2016-11-08,-4.839609730997638e-05,-4.857197665730347e-05,0.0,-0.18997811097374412
2016-11-09,-0.001166532428378717,-0.0011647323939386863,0.0,-0.4186821797007496
2016-11-10,-0.001166532428378717,-0.0011647323939386863,0.0,-0.4186821797007496
2016-11-11,-0.001166532428378717,-0.0011647323939386863,0.0,-0.4186821797007496
2016-11-14,-4.839609730997638e-05,-4.857197665730347e-05,0.0,-0.18997811097374412
2016-11-15,-4.839609730997638e-05,-4.857197665730347e-05,0.0,-0.18997811097374412
2016-11-16,-4.839609730997638e-05,-4.857197665730347e-05,0.0,-0.18997811097374412
2016-11-17,-4.839609730997638e-05,-4.857197665730347e-05,0.0,-0.18997811097374412
2016-11-18,-4.839609730997638e-05,-4.857197665730347e-05,0.0,-0.18997811097374412
2016-11-21,-4.839609730997638e-05,-4.857197665730347e-05,0.0,-0.18997811097374412
2016-11-22,-4.839609730997638e-05,-4.857197665730347e-05,0.0,-0.18997811097374412
2016-11-23,-0.001166532428378717,-0.0011647323939386863,0.0,-0.4186821797007496
2016-11-24,-0.0016416765252735368,-0.0016386451540174333,0.0,-0.03872595775326135
2016-11-25,-0.0016416765252735368,-0.0016386451540174333,0.0,-0.03872595775326135
2016-11-28,-4.839609730997638e-05,-4.857197665730347e-05,0.0,-0.18997811097374412
2016-11-29,-0.001166532428378717,-0.0011647323939386863,0.0,-0.4186821797007496
2016-11-30,-4.839609730997638e-05,-4.857197665730347e-05,0.0,-0.18997811097374412
2016-12-01,-0.0016416765252735368,-0.0016386451540174333,0.0,-0.03872595775326135
2016-12-02,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2016-12-05,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2016-12-06,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2016-12-07,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2016-12-08,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2016-12-09,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2016-12-12,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2016-12-13,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2016-12-14,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2016-12-15,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2016-12-16,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2016-12-19,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2016-12-20,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2016-12-21,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2016-12-22,-4.839609730997638e-05,-4.857197665730347e-05,0.0,-0.18997811097374412
2016-12-23,-4.839609730997638e-05,-4.857197665730347e-05,0.0,-0.18997811097374412
2016-12-27,0.001069740233758764,0.0010675884406240793,0.0,0.03872595775326135
2016-12-28,-4.839609730997638e-05,-4.857197665730347e-05,0.0,-0.18997811097374412
2016-12-29,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2016-12-30,-0.0016416765252735368,-0.0016386451540174333,0.0,-0.03872595775326135
2017-01-02,-0.0016416765252735368,-0.0016386451540174333,0.0,-0.03872595775326135
2017-01-03,-0.0016416765252735368,-0.0016386451540174333,0.0,-0.03872595775326135
2017-01-04,-0.001166532428378717,-0.0011647323939386863,0.0,-0.4186821797007496
2017-01-05,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2017-01-06,-0.0016416765252735368,-0.0016386451540174333,0.0,-0.03872595775326135
2017-01-09,-0.0016416765252735368,-0.0016386451540174333,0.0,-0.03872595775326135
2017-01-10,-0.0016416765252735368,-0.0016386451540174333,0.0,-0.03872595775326135
2017-01-11,-0.001166532428378717,-0.0011647323939386863,0.0,-0.4186821797007496
2017-01-12,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2017-01-13,-0.0016416765252735368,-0.0016386451540174333,0.0,-0.03872595775326135
2017-01-16,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2017-01-17,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2017-01-18,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2017-01-19,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2017-01-20,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2017-01-23,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2017-01-24,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2017-01-25,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2017-01-26,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2017-01-27,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2017-01-30,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2017-01-31,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2017-02-01,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2017-02-02,-0.0016416765252735368,-0.0016386451540174333,0.0,-0.03872595775326135
2017-02-03,-0.0016416765252735368,-0.0016386451540174333,0.0,-0.03872595775326135
2017-02-06,-0.0016416765252735368,-0.0016386451540174333,0.0,-0.03872595775326135
2017-02-07,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2017-02-08,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2017-02-09,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2017-02-10,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2017-02-13,-0.0016416765252735368,-0.0016386451540174333,0.0,-0.03872595775326135
2017-02-14,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2017-02-15,-0.0005235401942047962,-0.0005224847367360503,0.0,0.18997811097374412
2017-02-16,0.0005945961368639443,0.0005936756805453324,0.0,0.4186821797007496
2017-02-17,0.0007864914448488879,0.0007852765421773439,0.0,0.7968383794120892
2017-02-20,0.0004027008288790005,0.0004020748189133209,0.0,0.04052597998940999
2017-02-21,0.0004027008288790005,0.0004020748189133209,0.0,0.04052597998940999
2017-02-22,-0.00071543550218974,-0.000714085598368062,0.0,-0.1881780887375955
2017-02-23,-0.00071543550218974,-0.000714085598368062,0.0,-0.1881780887375955
2017-02-24,-0.0018335718332584804,-0.0018302460156494448,0.0,-0.416882157464601
2017-02-27,-0.0018335718332584804,-0.0018302460156494448,0.0,-0.416882157464601
2017-02-28,-0.0018335718332584804,-0.0018302460156494448,0.0,-0.416882157464601
2017-03-01,-0.0018335718332584804,-0.0018302460156494448,0.0,-0.416882157464601
2017-03-02,-0.0018335718332584804,-0.0018302460156494448,0.0,-0.416882157464601
2017-03-03,-0.0014497812172885932,-0.0014470442923854216,0.0,0.33943024195807825
2017-03-06,-0.0018335718332584804,-0.0018302460156494448,0.0,-0.416882157464601
2017-03-07,-0.0014497812172885932,-0.0014470442923854216,0.0,0.33943024195807825
2017-03-08,-0.0009746371203937732,-0.0009731315323066747,0.0,-0.04052597998940999
2017-03-09,-0.0009746371203937732,-0.0009731315323066747,0.0,-0.04052597998940999
2017-03-10,-0.0009746371203937732,-0.0009731315323066747,0.0,-0.04052597998940999
2017-03-13,-0.0009746371203937732,-0.0009731315323066747,0.0,-0.04052597998940999
2017-03-14,-0.0009746371203937732,-0.0009731315323066747,0.0,-0.04052597998940999
2017-03-15,-0.0009746371203937732,-0.0009731315323066747,0.0,-0.04052597998940999
2017-03-16,-0.0009746371203937732,-0.0009731315323066747,0.0,-0.04052597998940999
2017-03-17,-0.0009746371203937732,-0.0009731315323066747,0.0,-0.04052597998940999
2017-03-20,-0.0009746371203937732,-0.0009731315323066747,0.0,-0.04052597998940999
2017-03-21,-0.0009746371203937732,-0.0009731315323066747,0.0,-0.04052597998940999
2017-03-22,-0.0009746371203937732,-0.0009731315323066747,0.0,-0.04052597998940999
2017-03-23,-0.0009746371203937732,-0.0009731315323066747,0.0,-0.04052597998940999
2017-03-24,-0.0013584277363636605,-0.0013563332555706978,0.0,-0.7968383794120892
2017-03-27,-0.0013584277363636605,-0.0013563332555706978,0.0,-0.7968383794120892
2017-03-28,-0.0013584277363636605,-0.0013563332555706978,0.0,-0.7968383794120892
2017-03-29,-0.0013584277363636605,-0.0013563332555706978,0.0,-0.7968383794120892
2017-03-30,-0.0013584277363636605,-0.0013563332555706978,0.0,-0.7968383794120892
2017-03-31,-0.0013584277363636605,-0.0013563332555706978,0.0,-0.7968383794120892
2017-04-03,-0.0013584277363636605,-0.0013563332555706978,0.0,-0.7968383794120892
2017-04-04,-0.0013584277363636605,-0.0013563332555706978,0.0,-0.7968383794120892
2017-04-05,-0.0013584277363636605,-0.0013563332555706978,0.0,-0.7968383794120892
2017-04-06,-0.00024029140529492006,-0.000240172838289315,0.0,-0.5681343106850838
2017-04-07,-0.00024029140529492006,-0.000240172838289315,0.0,-0.5681343106850838
2017-04-10,-0.00024029140529492006,-0.000240172838289315,0.0,-0.5681343106850838
2017-04-11,-0.00024029140529492006,-0.000240172838289315,0.0,-0.5681343106850838
2017-04-12,-8.02228036486077e-05,-8.017502894205274e-05,0.0,-0.1626356405984971
2017-04-13,-0.0011983591347173481,-0.0011963354462234356,0.0,-0.3913397093255026
2017-04-17,-0.0011983591347173481,-0.0011963354462234356,0.0,-0.3913397093255026
2017-04-18,0.0003949212932462122,0.0003937377311366941,0.0,-0.5425918625459853
2017-04-19,0.0008778449257738205,0.0008759875789920677,0.0,-0.33943024195807825
2017-04-20,-0.0013584277363636605,-0.0013563332555706978,0.0,-0.7968383794120892
2017-04-21,-0.0018413513688912688,-0.0018385831034260715,0.0,-0.9999999999999963
