date,rolling_exposure,rolling_trade_density,rolling_sharpe,rolling_drawdown
2016-03-29,,,,
2016-03-30,,,,
2016-03-31,,,,
2016-04-01,,,,
2016-04-04,,,,
2016-04-05,,,,
2016-04-06,,,,
2016-04-07,,,,
2016-04-08,,,,
2016-04-11,,,,
2016-04-12,,,,
2016-04-13,,,,
2016-04-14,,,,
2016-04-15,,,,
2016-04-18,,,,
2016-04-19,,,,
2016-04-20,,,,
2016-04-21,,,,
2016-04-22,,,,
2016-04-25,,,,
2016-04-26,,,,
2016-04-27,,,,
2016-04-28,,,,
2016-04-29,,,,
2016-05-02,,,,
2016-05-03,,,,
2016-05-04,,,,
2016-05-05,,,,
2016-05-06,,,,
2016-05-09,,,,
2016-05-10,,,,
2016-05-11,,,,
2016-05-12,,,,
2016-05-13,,,,
2016-05-16,,,,
2016-05-17,,,,
2016-05-18,,,,
2016-05-19,,,,
2016-05-20,,,,
2016-05-23,,,,
2016-05-24,,,,
2016-05-25,,,,
2016-05-26,,,,
2016-05-27,,,,
2016-05-30,,,,
2016-05-31,,,,
2016-06-01,,,,
2016-06-02,,,,
2016-06-03,,,,
2016-06-06,,,,
2016-06-07,,,,
2016-06-08,,,,
2016-06-09,,,,
2016-06-10,,,,
2016-06-13,,,,
2016-06-14,,,,
2016-06-15,,,,
2016-06-16,,,,
2016-06-17,,,,
2016-06-20,,,,
2016-06-21,,,,
2016-06-22,,,,
2016-06-23,,,,
2016-06-24,,,,
2016-06-27,,,,
2016-06-28,,,,
2016-06-29,,,,
2016-06-30,,,,
2016-07-01,,,,
2016-07-04,,,,
2016-07-05,,,,
2016-07-06,,,,
2016-07-07,,,,
2016-07-08,,,,
2016-07-11,,,,
2016-07-12,,,,
2016-07-13,,,,
2016-07-14,,,,
2016-07-15,,,,
2016-07-18,,,,
2016-07-19,,,,
2016-07-20,,,,
2016-07-21,,,,
2016-07-22,,,,
2016-07-25,,,,
2016-07-26,,,,
2016-07-27,,,,
2016-07-28,,,,
2016-07-29,,,,
2016-08-01,,,,
2016-08-02,,,,
2016-08-03,,,,
2016-08-04,,,,
2016-08-05,,,,
2016-08-08,,,,
2016-08-09,,,,
2016-08-10,,,,
2016-08-11,,,,
2016-08-12,,,,
2016-08-15,,,,
2016-08-16,,,,
2016-08-17,,,,
2016-08-18,,,,
2016-08-19,,,,
2016-08-22,,,,
2016-08-23,,,,
2016-08-24,,,,
2016-08-25,,,,
2016-08-26,,,,
2016-08-29,,,,
2016-08-30,,,,
2016-08-31,,,,
2016-09-01,,,,
2016-09-02,,,,
2016-09-05,,,,
2016-09-06,,,,
2016-09-07,,,,
2016-09-08,,,,
2016-09-09,,,,
2016-09-12,,,,
2016-09-13,,,,
2016-09-14,,,,
2016-09-15,,,,
2016-09-16,,,,
2016-09-19,,,,
2016-09-20,,,,
2016-09-21,,,,
2016-09-22,,,,
2016-09-23,,,,
2016-09-26,,,,
2016-09-27,,,,
2016-09-28,,,,
2016-09-29,,,,
2016-09-30,,,,
2016-10-03,,,,
2016-10-04,,,,
2016-10-05,,,,
2016-10-06,,,,
2016-10-07,,,,
2016-10-10,,,,
2016-10-11,,,,
2016-10-12,,,,
2016-10-13,,,,
2016-10-14,,,,
2016-10-17,,,,
2016-10-18,,,,
2016-10-19,,,,
2016-10-20,,,,
2016-10-21,,,,
2016-10-24,,,,
2016-10-25,,,,
2016-10-26,,,,
2016-10-27,,,,
2016-10-28,,,,
2016-10-31,,,,
2016-11-01,,,,
2016-11-02,,,,
2016-11-03,,,,
2016-11-04,,,,
2016-11-07,,,,
2016-11-08,,,,
2016-11-09,,,,
2016-11-10,,,,
2016-11-11,,,,
2016-11-14,,,,
2016-11-15,,,,
2016-11-16,,,,
2016-11-17,,,,
2016-11-18,,,,
2016-11-21,,,,
2016-11-22,,,,
2016-11-23,,,,
2016-11-24,,,,
2016-11-25,,,,
2016-11-28,,,,
2016-11-29,,,,
2016-11-30,,,,
2016-12-01,,,,
2016-12-02,,,,
2016-12-05,,,,
2016-12-06,,,,
2016-12-07,,,,
2016-12-08,,,,
2016-12-09,,,,
2016-12-12,,,,
2016-12-13,,,,
2016-12-14,,,,
2016-12-15,,,,
2016-12-16,,,,
2016-12-19,,,,
2016-12-20,,,,
2016-12-21,64.28571428571429,64.0,1.054781742585909,-0.22065123583475588
2016-12-22,64.28571428571429,64.0,1.054781742585909,-0.22065123583475588
2016-12-23,63.888888888888886,63.0,0.9933382086291882,-0.22065123583475588
2016-12-27,63.888888888888886,64.0,0.8771718101632238,-0.22065123583475588
2016-12-28,63.49206349206349,65.0,0.8351584552660445,-0.22065123583475588
2016-12-29,63.095238095238095,65.0,0.8173998210962417,-0.22065123583475588
2016-12-30,63.095238095238095,66.0,0.6492884870113944,-0.22065123583475588
2017-01-02,63.095238095238095,66.0,0.5835986118602388,-0.22065123583475588
2017-01-03,63.095238095238095,66.0,0.6011250920566241,-0.22065123583475588
2017-01-04,63.095238095238095,66.0,0.6073710129814763,-0.22065123583475588
2017-01-05,62.698412698412696,67.0,0.42221489235112436,-0.22065123583475588
2017-01-06,62.698412698412696,68.0,0.36844175253377026,-0.22065123583475588
2017-01-09,62.698412698412696,68.0,0.5062722686479468,-0.22065123583475588
2017-01-10,62.698412698412696,68.0,0.48561449504795906,-0.22065123583475588
2017-01-11,62.698412698412696,68.0,0.5583841415672024,-0.22065123583475588
2017-01-12,62.301587301587304,69.0,0.919441298786747,-0.22065123583475588
2017-01-13,62.301587301587304,70.0,0.7905325339198355,-0.22065123583475588
2017-01-16,61.904761904761905,71.0,0.9431017750022473,-0.22065123583475588
2017-01-17,61.50793650793651,71.0,1.0928442685701705,-0.22065123583475588
2017-01-18,61.111111111111114,71.0,1.1789633611263752,-0.22065123583475588
2017-01-19,60.71428571428571,71.0,1.3063419265925555,-0.18862537839326077
2017-01-20,60.71428571428571,72.0,1.2351702522501178,-0.18862537839326077
2017-01-23,60.71428571428571,72.0,1.2351702522501178,-0.18862537839326077
2017-01-24,60.71428571428571,72.0,1.2351702522501178,-0.18862537839326077
2017-01-25,60.317460317460316,71.0,1.179403954210323,-0.18862537839326077
2017-01-26,59.92063492063492,71.0,1.139465217160252,-0.18862537839326077
2017-01-27,59.523809523809526,71.0,1.0250798293671664,-0.18862537839326077
2017-01-30,59.523809523809526,70.0,1.0256117617711769,-0.18862537839326077
2017-01-31,59.523809523809526,70.0,1.0256117617711769,-0.18862537839326077
2017-02-01,59.12698412698413,69.0,0.9402479236751968,-0.18862537839326077
2017-02-02,59.523809523809526,69.0,0.955173670856053,-0.18862537839326077
2017-02-03,59.92063492063492,69.0,0.9393416758061978,-0.18862537839326077
2017-02-06,60.317460317460316,69.0,1.0052459081079541,-0.18862537839326077
2017-02-07,60.317460317460316,70.0,1.004713352625498,-0.18862537839326077
2017-02-08,60.71428571428571,71.0,1.0086864062110201,-0.18862537839326077
2017-02-09,61.111111111111114,71.0,1.040976236340329,-0.18862537839326077
2017-02-10,61.50793650793651,71.0,1.1067039116771864,-0.18862537839326077
2017-02-13,61.904761904761905,72.0,1.1723309564529771,-0.18862537839326077
2017-02-14,62.301587301587304,73.0,1.1951463223858687,-0.18862537839326077
2017-02-15,62.301587301587304,74.0,1.1946152990913455,-0.18862537839326077
2017-02-16,62.698412698412696,75.0,1.1877088564254583,-0.18862537839326077
2017-02-17,63.095238095238095,75.0,1.197821908891696,-0.18862537839326077
2017-02-20,63.49206349206349,75.0,1.2209540567320207,-0.18862537839326077
2017-02-21,63.888888888888886,75.0,1.2506317238167035,-0.18862537839326077
2017-02-22,63.49206349206349,75.0,1.2641713614195338,-0.18862537839326077
2017-02-23,63.49206349206349,74.0,1.2647025616379857,-0.18862537839326077
2017-02-24,63.888888888888886,75.0,1.300244237394479,-0.18862537839326077
2017-02-27,64.28571428571429,75.0,1.3040283537308557,-0.18862537839326077
2017-02-28,64.68253968253968,75.0,1.2983612236396156,-0.18862537839326077
2017-03-01,64.68253968253968,74.0,1.401656345767998,-0.18862537839326077
2017-03-02,64.68253968253968,74.0,1.4482737529598138,-0.18862537839326077
2017-03-03,65.07936507936508,73.0,1.3940268807989393,-0.18862537839326077
2017-03-06,65.47619047619048,73.0,1.3870201384696652,-0.18862537839326077
2017-03-07,65.47619047619048,72.0,1.2610852259244478,-0.18862537839326077
2017-03-08,65.47619047619048,71.0,1.5340290595245234,-0.18862537839326077
2017-03-09,65.47619047619048,71.0,1.5642446579846507,-0.18862537839326077
2017-03-10,65.47619047619048,71.0,1.6475746233823632,-0.18862537839326077
2017-03-13,65.47619047619048,71.0,1.6707163454167426,-0.18862537839326077
2017-03-14,65.47619047619048,71.0,1.5974760563281918,-0.18862537839326077
2017-03-15,65.47619047619048,70.0,1.5358973627799843,-0.18862537839326077
2017-03-16,65.87301587301587,69.0,1.5412232918157263,-0.18862537839326077
2017-03-17,65.87301587301587,68.0,1.6485799606908824,-0.18862537839326077
2017-03-20,65.87301587301587,68.0,1.6473071463185913,-0.18862537839326077
2017-03-21,65.87301587301587,68.0,1.6668763881016933,-0.18862537839326077
2017-03-22,65.87301587301587,68.0,1.856688247351822,-0.18862537839326077
2017-03-23,65.87301587301587,68.0,1.9628005737871281,-0.18862537839326077
2017-03-24,65.87301587301587,68.0,1.9279755058243682,-0.18862537839326077
2017-03-27,65.87301587301587,68.0,1.7732182887021104,-0.18862537839326077
2017-03-28,65.87301587301587,68.0,1.7687060019337086,-0.18862537839326077
2017-03-29,65.87301587301587,68.0,1.4913806650259036,-0.18862537839326077
2017-03-30,65.87301587301587,68.0,1.375698939680914,-0.18862537839326077
2017-03-31,65.87301587301587,68.0,1.1988875914061745,-0.18862537839326077
2017-04-03,66.26984126984127,67.0,1.2282064971535052,-0.18862537839326077
2017-04-04,66.26984126984127,66.0,1.1798726269682869,-0.18862537839326077
2017-04-05,66.26984126984127,66.0,1.2332465209661898,-0.18862537839326077
2017-04-06,65.87301587301587,67.0,1.2496870650192944,-0.18862537839326077
2017-04-07,65.47619047619048,67.0,1.1557448554375769,-0.18862537839326077
2017-04-10,65.07936507936508,67.0,1.0137822800511864,-0.18862537839326077
2017-04-11,65.07936507936508,66.0,1.014363399754446,-0.18862537839326077
2017-04-12,65.47619047619048,67.0,0.987967568054764,-0.18862537839326077
2017-04-13,65.07936507936508,67.0,1.0435930973145404,-0.18862537839326077
2017-04-17,64.68253968253968,67.0,0.9394448193203163,-0.18862537839326077
2017-04-18,64.68253968253968,68.0,0.7886858022891934,-0.18862537839326077
2017-04-19,65.07936507936508,67.0,0.6431799466248709,-0.18862537839326077
2017-04-20,65.47619047619048,68.0,0.6376135285620631,-0.18862537839326077
2017-04-21,65.47619047619048,67.0,0.8440970546892922,-0.18862537839326077
2017-04-24,65.47619047619048,67.0,0.9466294117644174,-0.18862537839326077
2017-04-25,65.47619047619048,67.0,0.9389219758715405,-0.18862537839326077
2017-04-26,65.47619047619048,67.0,0.9260799415814569,-0.18862537839326077
2017-04-27,65.47619047619048,67.0,0.9235472522174727,-0.18862537839326077
2017-04-28,65.47619047619048,67.0,1.0683942663440813,-0.18862537839326077
2017-05-01,65.87301587301587,66.0,1.1084954344806994,-0.18862537839326077
2017-05-02,66.26984126984127,66.0,1.1862150903900555,-0.18862537839326077
2017-05-03,66.26984126984127,67.0,1.1856213159561961,-0.18862537839326077
2017-05-04,66.26984126984127,67.0,1.33030127017839,-0.18862537839326077
2017-05-05,65.87301587301587,68.0,1.428857511061265,-0.18862537839326077
2017-05-08,65.47619047619048,68.0,1.4541370435287155,-0.18862537839326077
2017-05-09,65.07936507936508,68.0,1.4268117142754564,-0.18862537839326077
2017-05-10,64.68253968253968,68.0,1.4172511750206982,-0.18862537839326077
2017-05-11,65.07936507936508,68.0,1.4589533757200617,-0.18862537839326077
2017-05-12,65.47619047619048,68.0,1.4643426971970486,-0.18862537839326077
2017-05-15,65.47619047619048,67.0,1.5155377718349956,-0.18862537839326077
2017-05-16,65.47619047619048,67.0,1.4173930454581543,-0.18862537839326077
2017-05-17,65.87301587301587,66.0,1.4592644949083302,-0.18862537839326077
2017-05-18,66.26984126984127,67.0,1.435134122514129,-0.18862537839326077
2017-05-19,66.26984126984127,66.0,1.3150413846346147,-0.18862537839326077
2017-05-22,66.26984126984127,66.0,1.333189595320538,-0.18862537839326077
2017-05-23,66.26984126984127,66.0,1.3260396916772246,-0.18862537839326077
2017-05-24,66.26984126984127,66.0,1.3148931405563038,-0.18862537839326077
2017-05-25,66.26984126984127,66.0,1.5039695954562309,-0.18862537839326077
2017-05-26,65.87301587301587,67.0,1.436226593057146,-0.18862537839326077
2017-05-29,65.47619047619048,67.0,1.3713611094410092,-0.18862537839326077
2017-05-30,65.87301587301587,67.0,1.403924711226732,-0.18862537839326077
2017-05-31,65.47619047619048,67.0,1.4464553490130774,-0.18862537839326077
2017-06-01,65.07936507936508,67.0,1.5602914899587403,-0.18862537839326077
2017-06-02,65.07936507936508,68.0,1.6248852909823432,-0.18862537839326077
2017-06-05,65.07936507936508,68.0,1.7029716370702803,-0.18862537839326077
2017-06-06,65.07936507936508,68.0,1.7207025745843472,-0.18862537839326077
2017-06-07,65.07936507936508,68.0,2.0193765304000446,-0.18862537839326077
2017-06-08,65.07936507936508,68.0,2.0193765304000446,-0.18862537839326077
2017-06-09,64.68253968253968,67.0,1.9147252836329682,-0.18862537839326077
2017-06-12,64.28571428571429,67.0,1.9170687276679619,-0.18862537839326077
2017-06-13,63.888888888888886,67.0,1.978039696480632,-0.18862537839326077
2017-06-14,63.49206349206349,67.0,1.9025405126870476,-0.18862537839326077
2017-06-15,63.095238095238095,67.0,2.137771930855554,-0.18862537839326077
2017-06-16,63.095238095238095,66.0,2.1383817369926175,-0.18862537839326077
2017-06-19,63.49206349206349,67.0,2.09671119830139,-0.18862537839326077
2017-06-20,63.888888888888886,67.0,2.014073361516367,-0.18862537839326077
2017-06-21,63.888888888888886,66.0,1.787588953064501,-0.18862537839326077
2017-06-22,63.888888888888886,66.0,1.8766952718212198,-0.18862537839326077
2017-06-23,63.888888888888886,66.0,1.884834936854841,-0.18862537839326077
2017-06-26,63.49206349206349,67.0,1.7375023339354108,-0.18862537839326077
2017-06-27,63.49206349206349,66.0,1.7381148703423233,-0.18862537839326077
2017-06-28,63.49206349206349,66.0,1.7381148703423233,-0.18862537839326077
2017-06-29,63.095238095238095,65.0,1.7078774204327791,-0.18862537839326077
2017-06-30,63.095238095238095,64.0,1.708489868608003,-0.18862537839326077
2017-07-03,63.095238095238095,64.0,1.708489868608003,-0.18862537839326077
2017-07-04,62.698412698412696,63.0,1.5496721787819236,-0.18862537839326077
2017-07-05,62.698412698412696,64.0,1.7893030830647545,-0.18862537839326077
2017-07-06,62.301587301587304,65.0,1.8100081593507447,-0.18862537839326077
2017-07-07,62.301587301587304,66.0,1.86316121964782,-0.18862537839326077
2017-07-10,61.904761904761905,67.0,1.8368710948220999,-0.18862537839326077
2017-07-11,61.50793650793651,67.0,1.8837463884797703,-0.18862537839326077
2017-07-12,61.111111111111114,67.0,1.8053569092238992,-0.18862537839326077
2017-07-13,61.50793650793651,67.0,1.7435342069089634,-0.18862537839326077
2017-07-14,61.50793650793651,68.0,1.7429160176072154,-0.18862537839326077
2017-07-17,61.904761904761905,69.0,1.7821384363503678,-0.18862537839326077
2017-07-18,61.50793650793651,69.0,1.9266615950777861,-0.18862537839326077
2017-07-19,61.111111111111114,69.0,2.00585355359144,-0.18862537839326077
2017-07-20,61.111111111111114,70.0,2.009621863072209,-0.18862537839326077
2017-07-21,61.111111111111114,70.0,2.256662925752037,-0.18862537839326077
2017-07-24,60.71428571428571,71.0,2.291409377127162,-0.18862537839326077
2017-07-25,60.317460317460316,71.0,2.1782668415845805,-0.18862537839326077
2017-07-26,59.92063492063492,71.0,2.0748746419720456,-0.18862537839326077
2017-07-27,59.523809523809526,71.0,2.076806496328245,-0.18862537839326077
2017-07-28,59.12698412698413,71.0,1.9801444094701108,-0.18862537839326077
2017-07-31,58.730158730158735,71.0,2.020332184349734,-0.18862537839326077
2017-08-01,59.12698412698413,71.0,2.0910647648715726,-0.18862537839326077
2017-08-02,58.730158730158735,71.0,1.9329907817850518,-0.18862537839326077
2017-08-03,58.730158730158735,72.0,1.879940612771262,-0.18862537839326077
2017-08-04,58.730158730158735,72.0,1.879940612771262,-0.18862537839326077
2017-08-07,58.730158730158735,72.0,1.969646277139306,-0.18862537839326077
2017-08-08,58.730158730158735,72.0,2.0467813172289775,-0.18862537839326077
2017-08-09,58.730158730158735,72.0,2.0975863678911617,-0.18862537839326077
2017-08-10,58.730158730158735,72.0,2.1590584914825692,-0.18862537839326077
2017-08-11,58.333333333333336,73.0,2.0315115283853786,-0.18862537839326077
2017-08-14,57.936507936507944,73.0,2.1092486576735308,-0.18862537839326077
2017-08-15,57.53968253968254,73.0,2.034561910676194,-0.18862537839326077
2017-08-16,57.14285714285714,73.0,2.094335751778406,-0.18862537839326077
2017-08-17,56.74603174603175,73.0,2.117423188325077,-0.18862537839326077
2017-08-18,56.34920634920635,73.0,2.0616751373372484,-0.18862537839326077
2017-08-21,56.34920634920635,74.0,1.8885237621205668,-0.18862537839326077
2017-08-22,56.34920634920635,74.0,1.7625998541374317,-0.18862537839326077
2017-08-23,56.34920634920635,74.0,1.6978765046994417,-0.18862537839326077
2017-08-24,56.34920634920635,74.0,1.805175979638534,-0.18862537839326077
2017-08-25,56.34920634920635,74.0,1.9211705518108617,-0.18862537839326077
2017-08-28,56.34920634920635,74.0,1.8388981473405523,-0.18862537839326077
2017-08-29,56.34920634920635,74.0,1.9234106997534508,-0.18862537839326077
2017-08-30,56.34920634920635,74.0,2.0431828472450837,-0.18862537839326077
2017-08-31,56.34920634920635,74.0,2.0500986734379274,-0.18862537839326077
2017-09-01,56.34920634920635,74.0,2.0714504481135676,-0.18862537839326077
2017-09-04,56.34920634920635,74.0,1.9286588319073126,-0.18862537839326077
2017-09-05,56.34920634920635,74.0,1.9036515727718748,-0.18862537839326077
2017-09-06,56.74603174603175,73.0,1.9718612469295553,-0.18862537839326077
2017-09-07,57.14285714285714,73.0,1.996476219047631,-0.18862537839326077
2017-09-08,57.53968253968254,73.0,1.931530597910809,-0.18862537839326077
2017-09-11,57.936507936507944,73.0,1.936748968807213,-0.18862537839326077
2017-09-12,58.333333333333336,73.0,1.9729538162582445,-0.18862537839326077
2017-09-13,58.333333333333336,72.0,2.1343845646365933,-0.18862537839326077
2017-09-14,58.333333333333336,72.0,2.015925599472775,-0.18862537839326077
2017-09-15,58.730158730158735,71.0,2.0293966244324184,-0.18862537839326077
2017-09-18,58.730158730158735,70.0,1.8967014654804442,-0.18862537839326077
2017-09-19,58.730158730158735,70.0,2.242127691757018,-0.18862537839326077
2017-09-20,58.730158730158735,70.0,2.395656059584675,-0.18862537839326077
2017-09-21,58.730158730158735,70.0,2.4483188592115614,-0.18862537839326077
2017-09-22,58.730158730158735,70.0,2.5618906463985778,-0.18862537839326077
2017-09-25,59.12698412698413,69.0,2.708428631619279,-0.18862537839326077
2017-09-26,59.523809523809526,69.0,2.656070357237078,-0.18862537839326077
2017-09-27,59.523809523809526,68.0,2.6757223190163746,-0.18862537839326077
2017-09-28,59.92063492063492,67.0,2.631822060699032,-0.18862537839326077
2017-09-29,60.317460317460316,67.0,2.5981577138495418,-0.18862537839326077
2017-10-02,60.71428571428571,67.0,2.5350880827778446,-0.18862537839326077
2017-10-03,60.71428571428571,66.0,2.586196359211149,-0.18862537839326077
2017-10-04,60.71428571428571,66.0,2.5473423070939867,-0.18862537839326077
2017-10-05,60.71428571428571,66.0,2.648022561250256,-0.18862537839326077
2017-10-06,60.71428571428571,66.0,2.5533446959440895,-0.18862537839326077
2017-10-09,60.71428571428571,66.0,2.5531112715655184,-0.18862537839326077
2017-10-10,60.71428571428571,66.0,2.535568050758008,-0.18862537839326077
2017-10-11,60.71428571428571,66.0,2.703591794960349,-0.18862537839326077
2017-10-12,60.71428571428571,66.0,2.601647756153788,-0.18862537839326077
2017-10-13,60.71428571428571,66.0,2.7066567009169455,-0.18862537839326077
2017-10-16,60.71428571428571,66.0,2.829671393696711,-0.18862537839326077
2017-10-17,60.71428571428571,66.0,2.9234979636619536,-0.18862537839326077
2017-10-18,60.71428571428571,65.0,3.0007693113308247,-0.18862537839326077
2017-10-19,60.71428571428571,65.0,2.844465516057947,-0.18862537839326077
2017-10-20,60.71428571428571,64.0,3.1591522281958944,-0.18862537839326077
2017-10-23,61.111111111111114,63.0,3.1242302737776106,-0.18862537839326077
2017-10-24,61.50793650793651,63.0,3.1996604525040375,-0.18862537839326077
2017-10-25,61.50793650793651,64.0,3.198885440464144,-0.18862537839326077
2017-10-26,61.111111111111114,63.0,3.2970118469753626,-0.1844342920228621
2017-10-27,60.71428571428571,63.0,3.2384042170207583,-0.1844342920228621
2017-10-30,60.71428571428571,62.0,3.239184434410735,-0.1844342920228621
2017-10-31,60.71428571428571,62.0,3.3061646530012645,-0.1752864454277776
2017-11-01,60.317460317460316,63.0,3.252128682804417,-0.15580275861677606
2017-11-02,59.92063492063492,63.0,3.1509352536909363,-0.15580275861677606
2017-11-03,59.92063492063492,62.0,3.151719657426799,-0.15580275861677606
2017-11-06,59.92063492063492,62.0,3.151719657426799,-0.15580275861677606
2017-11-07,60.317460317460316,63.0,3.100537027162559,-0.15580275861677606
2017-11-08,60.71428571428571,63.0,3.083802064514871,-0.15580275861677606
2017-11-09,61.111111111111114,63.0,3.1180039613413393,-0.15580275861677606
2017-11-10,61.50793650793651,63.0,3.0830245315041287,-0.15580275861677606
2017-11-13,61.904761904761905,63.0,3.05234068997233,-0.15387285647436777
2017-11-14,61.904761904761905,62.0,2.9492694555226726,-0.15387285647436777
2017-11-15,61.904761904761905,62.0,2.9252986663069263,-0.1272169601594122
2017-11-16,61.904761904761905,62.0,2.7404380884327146,-0.1272169601594122
2017-11-17,62.301587301587304,61.0,2.8388465483719636,-0.1272169601594122
2017-11-20,62.301587301587304,60.0,2.646828586640217,-0.1272169601594122
2017-11-21,62.698412698412696,59.0,2.6760247067133798,-0.1272169601594122
2017-11-22,62.698412698412696,58.0,3.0139014190821958,-0.1272169601594122
2017-11-23,63.095238095238095,57.0,3.033826434745301,-0.1272169601594122
2017-11-24,63.49206349206349,57.0,3.059248802642654,-0.1272169601594122
2017-11-27,63.888888888888886,57.0,3.0575483554209595,-0.1272169601594122
2017-11-28,64.28571428571429,57.0,3.0375022477879283,-0.1272169601594122
2017-11-29,64.68253968253968,57.0,2.992471966309725,-0.1272169601594122
2017-11-30,65.07936507936508,57.0,3.0010022345429728,-0.1272169601594122
2017-12-01,65.47619047619048,57.0,3.0830280249417936,-0.1272169601594122
2017-12-04,65.87301587301587,57.0,2.958803832110755,-0.1272169601594122
2017-12-05,66.26984126984127,57.0,2.9921727320201876,-0.1272169601594122
2017-12-06,66.66666666666666,57.0,2.8274972966303786,-0.1272169601594122
2017-12-07,67.06349206349206,57.0,2.9022347327294886,-0.1272169601594122
2017-12-08,67.46031746031747,57.0,2.9895045277287275,-0.1272169601594122
2017-12-11,67.46031746031747,58.0,2.988715132996488,-0.1272169601594122
2017-12-12,67.46031746031747,58.0,2.988715132996488,-0.1272169601594122
2017-12-13,67.85714285714286,59.0,2.905605008127781,-0.1272169601594122
2017-12-14,68.25396825396825,59.0,2.9711333409011527,-0.1166365432026707
2017-12-15,68.25396825396825,58.0,2.8875847380289645,-0.1166365432026707
2017-12-18,68.65079365079364,57.0,2.9029621237413457,-0.1166365432026707
2017-12-19,69.04761904761905,57.0,2.933735569871586,-0.1166365432026707
2017-12-20,68.65079365079364,57.0,2.930977237247912,-0.1166365432026707
2017-12-21,68.25396825396825,57.0,2.930977237247912,-0.1166365432026707
2017-12-22,67.85714285714286,57.0,2.8273958609003227,-0.1166365432026707
2017-12-26,67.46031746031747,57.0,2.9335331997419813,-0.1166365432026707
2017-12-27,67.85714285714286,57.0,2.884815031030354,-0.1166365432026707
2017-12-28,67.85714285714286,56.0,2.9190324700205252,-0.1166365432026707
2017-12-29,67.85714285714286,56.0,2.8251774684980444,-0.1166365432026707
2018-01-02,67.85714285714286,56.0,2.694358774472583,-0.1166365432026707
2018-01-03,67.85714285714286,56.0,2.959699171044894,-0.1166365432026707
2018-01-04,68.25396825396825,55.0,2.978528210152435,-0.1166365432026707
2018-01-05,68.25396825396825,54.0,2.891043192076687,-0.1166365432026707
2018-01-08,68.65079365079364,53.0,2.90451257721097,-0.1166365432026707
2018-01-09,69.04761904761905,53.0,2.97839010829444,-0.1166365432026707
2018-01-10,69.44444444444444,53.0,3.007172393272659,-0.1166365432026707
2018-01-11,69.84126984126983,53.0,3.0118609616467373,-0.1166365432026707
2018-01-12,69.84126984126983,52.0,2.9482649926725437,-0.1166365432026707
2018-01-15,70.23809523809523,51.0,2.97833403129009,-0.1166365432026707
2018-01-16,70.63492063492063,51.0,2.8819331680524534,-0.1166365432026707
2018-01-17,71.03174603174604,51.0,2.8995775183265806,-0.1166365432026707
2018-01-18,71.42857142857143,51.0,2.894048725599981,-0.1166365432026707
2018-01-19,71.82539682539682,51.0,2.8351576178253275,-0.1166365432026707
2018-01-22,72.22222222222221,51.0,2.8668697674039625,-0.1166365432026707
2018-01-23,72.61904761904762,51.0,2.9326552438880977,-0.1166365432026707
2018-01-24,73.01587301587301,51.0,2.9741415779554763,-0.1166365432026707
2018-01-25,73.01587301587301,50.0,2.944161624237082,-0.1166365432026707
2018-01-26,72.61904761904762,51.0,2.968116392778609,-0.1166365432026707
2018-01-29,72.22222222222221,51.0,2.87880663690048,-0.1166365432026707
2018-01-30,72.61904761904762,51.0,2.8427260456964905,-0.1166365432026707
2018-01-31,72.61904761904762,50.0,2.864845219625302,-0.1166365432026707
2018-02-01,72.22222222222221,51.0,2.8171826620149605,-0.1166365432026707
2018-02-02,71.82539682539682,51.0,2.7269937723967446,-0.1166365432026707
2018-02-05,71.42857142857143,50.0,2.636053761256786,-0.1166365432026707
2018-02-06,71.42857142857143,50.0,2.6578710721629144,-0.1166365432026707
2018-02-07,71.42857142857143,50.0,2.6578710721629144,-0.1166365432026707
2018-02-08,71.03174603174604,49.0,2.668605100078413,-0.1166365432026707
2018-02-09,70.63492063492063,49.0,2.6532473825563336,-0.1166365432026707
2018-02-12,70.23809523809523,49.0,2.6187680757810123,-0.1166365432026707
2018-02-13,69.84126984126983,49.0,2.5749207603043267,-0.1166365432026707
2018-02-14,69.84126984126983,48.0,2.5757382300300358,-0.1166365432026707
2018-02-15,70.23809523809523,49.0,2.5723701545162783,-0.1166365432026707
2018-02-16,70.23809523809523,48.0,2.561127849464179,-0.1166365432026707
2018-02-19,70.23809523809523,48.0,2.6190320703414782,-0.1166365432026707
2018-02-20,70.23809523809523,48.0,2.5915164213485324,-0.1166365432026707
2018-02-21,70.23809523809523,48.0,2.591259319107361,-0.1166365432026707
2018-02-22,70.23809523809523,48.0,2.5591035757701652,-0.1166365432026707
2018-02-23,70.23809523809523,48.0,2.7173402631867725,-0.1166365432026707
2018-02-26,70.23809523809523,48.0,2.743447324543093,-0.1166365432026707
2018-02-27,69.84126984126983,49.0,2.733911988924655,-0.1166365432026707
2018-02-28,69.44444444444444,49.0,2.5524493160150605,-0.1166365432026707
2018-03-01,69.44444444444444,50.0,2.3792139681903337,-0.1166365432026707
2018-03-02,69.44444444444444,50.0,2.3446446515964614,-0.1166365432026707
2018-03-05,69.44444444444444,50.0,2.4328777332790255,-0.1166365432026707
2018-03-06,69.04761904761905,51.0,2.3874615491340125,-0.1166365432026707
2018-03-07,68.65079365079364,51.0,2.497629037054247,-0.1166365432026707
2018-03-08,68.25396825396825,51.0,2.4900361582759563,-0.1166365432026707
2018-03-09,67.85714285714286,51.0,2.4922340976646313,-0.1166365432026707
