date,rolling_exposure,rolling_trade_density,rolling_sharpe,rolling_drawdown
2018-03-12,67.85714285714286,52.0,2.426982855141758,-0.1166365432026707
2018-03-13,67.85714285714286,52.0,2.332845122372269,-0.1166365432026707
2018-03-14,67.85714285714286,52.0,2.320086774265859,-0.1166365432026707
2018-03-15,67.46031746031747,53.0,2.3103979298706765,-0.1166365432026707
2018-03-16,67.06349206349206,53.0,2.3380446153612664,-0.1166365432026707
2018-03-19,67.06349206349206,54.0,2.317760648195894,-0.1166365432026707
2018-03-20,66.66666666666666,55.0,2.3863897774024423,-0.1166365432026707
2018-03-21,66.26984126984127,55.0,2.5248311659555682,-0.1166365432026707
2018-03-22,65.87301587301587,55.0,2.5883152656608117,-0.1166365432026707
2018-03-23,65.47619047619048,55.0,2.6340539378709042,-0.1166365432026707
2018-03-26,65.07936507936508,55.0,2.5922888011449476,-0.1166365432026707
2018-03-27,64.68253968253968,55.0,2.7234733656168815,-0.1166365432026707
2018-03-28,64.68253968253968,56.0,2.692306112909846,-0.1166365432026707
2018-03-29,65.07936507936508,55.0,2.7391536024839445,-0.1166365432026707
2018-04-02,65.47619047619048,55.0,2.5722317577790976,-0.1166365432026707
2018-04-03,65.87301587301587,55.0,2.610895162546693,-0.1166365432026707
2018-04-04,66.26984126984127,55.0,2.602385569745854,-0.1166365432026707
2018-04-05,66.26984126984127,54.0,2.6682212291311687,-0.1166365432026707
2018-04-06,66.66666666666666,53.0,2.553866846253237,-0.1166365432026707
2018-04-09,67.06349206349206,53.0,2.663259904937801,-0.1166365432026707
2018-04-10,67.06349206349206,52.0,2.86126703347945,-0.1166365432026707
2018-04-11,67.06349206349206,52.0,3.19538893324495,-0.1166365432026707
2018-04-12,67.06349206349206,51.0,3.2005475665770953,-0.10201334831904907
2018-04-13,67.06349206349206,51.0,3.148741048327431,-0.10201334831904907
2018-04-16,67.06349206349206,51.0,3.0067065291476807,-0.10201334831904907
2018-04-17,67.06349206349206,51.0,3.0795504152311834,-0.09718731640982325
2018-04-18,67.06349206349206,51.0,3.168781674514893,-0.09460338719510664
2018-04-19,67.06349206349206,51.0,3.1519520851890164,-0.09460338719510664
2018-04-20,67.06349206349206,51.0,3.1994050954666164,-0.08538417096481665
2018-04-23,67.06349206349206,51.0,3.1926384500329914,-0.06670639138924028
2018-04-24,67.06349206349206,51.0,3.0234266281872246,-0.06670639138924028
2018-04-25,67.46031746031747,50.0,3.0349801094268116,-0.05411675971029162
2018-04-26,67.46031746031747,49.0,2.9188448318349463,-0.05411675971029162
2018-04-27,67.85714285714286,48.0,2.911756044299541,-0.05411675971029162
2018-04-30,68.25396825396825,48.0,2.976518068616425,-0.05411675971029162
2018-05-01,68.65079365079364,48.0,2.833665101411967,-0.05411675971029162
2018-05-02,69.04761904761905,48.0,2.851544421467958,-0.05411675971029162
2018-05-03,69.04761904761905,47.0,2.813956020852555,-0.05411675971029162
2018-05-04,69.04761904761905,47.0,2.8917825406972466,-0.05411675971029162
2018-05-07,69.04761904761905,47.0,2.8838715863405757,-0.05411675971029162
2018-05-08,69.04761904761905,47.0,2.789304495636728,-0.05411675971029162
2018-05-09,69.04761904761905,47.0,2.869604227982486,-0.05411675971029162
2018-05-10,69.04761904761905,46.0,2.924638924274586,-0.05411675971029162
2018-05-11,69.04761904761905,46.0,3.038714671996939,-0.05411675971029162
2018-05-14,69.04761904761905,46.0,3.141341431395796,-0.05411675971029162
2018-05-15,69.04761904761905,46.0,3.1873510380229795,-0.05411675971029162
2018-05-16,69.04761904761905,46.0,3.224649374195119,-0.05411675971029162
2018-05-17,69.04761904761905,46.0,3.0620445305698754,-0.05411675971029162
2018-05-18,69.44444444444444,45.0,2.99860629092148,-0.05411675971029162
2018-05-21,69.84126984126983,45.0,3.0483021073306094,-0.05411675971029162
2018-05-22,69.84126984126983,44.0,3.0268921474296286,-0.05411675971029162
2018-05-23,70.23809523809523,43.0,3.0445661715034893,-0.05411675971029162
2018-05-24,70.63492063492063,43.0,2.9615126078955516,-0.05411675971029162
2018-05-25,70.63492063492063,42.0,2.6764177290641213,-0.05411675971029162
2018-05-28,70.63492063492063,42.0,2.5292733414743864,-0.05639097744360888
2018-05-29,70.63492063492063,42.0,2.619100023917729,-0.05639097744360888
2018-05-30,70.63492063492063,42.0,2.5807582349546005,-0.05639097744360888
2018-05-31,71.03174603174604,41.0,2.569379521838033,-0.05639097744360888
2018-06-01,71.42857142857143,41.0,2.507136844263014,-0.05639097744360888
2018-06-04,71.82539682539682,41.0,2.3783636654618356,-0.05918698573505232
2018-06-05,72.22222222222221,41.0,2.3852313346840095,-0.05918698573505232
2018-06-06,72.61904761904762,41.0,2.3836920486368838,-0.05918698573505232
2018-06-07,73.01587301587301,41.0,2.5074004724987926,-0.05918698573505232
2018-06-08,73.4126984126984,41.0,2.438738994441273,-0.05918698573505232
2018-06-11,73.4126984126984,40.0,2.4990995936903,-0.05918698573505232
2018-06-12,73.4126984126984,40.0,2.5769505239174486,-0.05918698573505232
2018-06-13,73.4126984126984,40.0,2.819210758349845,-0.05918698573505232
2018-06-14,73.4126984126984,40.0,2.7043261888641914,-0.05918698573505232
