test,sharpe_mean,sharpe_p05,sharpe_p50,sharpe_p95
walkforward_bootstrap,0.2233256439009358,-0.35982615860600436,0.20461034581220922,0.8016441131033205
random_entry_baseline,0.01773984694462126,-0.5949973071913339,0.029787577551171916,0.594101148300835
