feature,ic,abs_ic,ic_tstat,ic_stability,coverage
ret_3d,-0.014545633004401932,0.014545633004401932,-0.6773423226725762,0.7957269411151642,0.9981600735970562
comp_ret_3,-0.014545633004401896,0.014545633004401896,-0.6773423226725745,0.7957269411151642,0.9981600735970562
slope_30,0.014525063635926302,0.014525063635926302,0.6723162293524225,0.3555203380876915,0.9862005519779209
sma_ratio_14,-0.014394341810785482,0.014394341810785482,-0.6687480496127245,0.6574122577265584,0.9935602575896965
log_ret_sum_60,-0.014311141341638377,0.014311141341638377,-0.6576016070227458,0.8834586466165414,0.9719411223551058
ret_10d,-0.014307892283889144,0.014307892283889144,-0.6651927442298776,0.6035564853556485,0.9949402023919043
comp_ret_10,-0.014307892283889087,0.014307892283889087,-0.665192744229875,0.6035564853556485,0.9949402023919043
ac1_252,0.014189043675695219,0.014189043675695219,0.621471402983931,0.554823247453565,0.8831646734130635
is_month_09,0.014149244912563433,0.014149244912563433,0.6593357937108205,0.7388137356919875,0.999540018399264
entropy_60,0.014089113431944418,0.014089113431944418,0.6473973106935709,0.5601503759398496,0.9719411223551058
sma_ratio_40,0.014084897491348643,0.014084897491348643,0.6504147381400271,0.2830589484864578,0.9816007359705612
sma_ratio_42,0.013887077264513915,0.013887077264513915,0.640977130611615,0.28654970760233917,0.9806807727690893
var_ratio_90,-0.013807963206214217,0.013807963206214217,-0.6163333857411181,0.6167527251864601,0.9172033118675254
rsi_10,0.013527361802621747,0.013527361802621747,0.6302062588779662,0.3107756376887038,0.9990800367985281
log_ret_sum_7,-0.01347176966106952,0.01347176966106952,-0.6267476153573016,0.6308093994778068,0.9963201471941122
trend_strength_120,0.013379447537324469,0.013379447537324469,0.6061299364246507,0.45202440377149194,0.9448022079116836
is_quarter_1,-0.013338021277321775,0.013338021277321775,-0.621526931891745,0.4214360041623309,0.999540018399264
distance_low_90,0.013276801335726826,0.013276801335726826,0.6058597483065654,0.33060556464811786,0.9586016559337627
breakout_pos_42,0.013252514973127348,0.013252514973127348,0.611682768106207,0.3487506645401382,0.9806807727690893
breakout_pos_40,0.01316745304445716,0.01316745304445716,0.6080412331936589,0.34784917684545935,0.9816007359705612
is_quarter_4,-0.013100376604844283,0.013100376604844283,-0.6104512150267484,0.4906347554630593,0.999540018399264
vol_of_vol_60,0.012960312187067117,0.012960312187067117,0.587138580264469,0.408763172490294,0.9448022079116836
drawdown_14,-0.012572112136519887,0.012572112136519887,-0.5840745604002642,0.6699842849659507,0.9935602575896965
distance_high_14,-0.012572112136519887,0.012572112136519887,-0.5840745604002642,0.6699842849659507,0.9935602575896965
ac5_2,0.012484473484541266,0.012484473484541266,0.5808081571520407,0.5968668407310705,0.9963201471941122
slope_252,-0.012239088037019041,0.012239088037019041,-0.5363301394581422,0.8438061041292639,0.8840846366145354
var_ratio_3,-0.012190379310233325,0.012190379310233325,-0.5651551617625763,0.5489473684210526,0.9894204231830727
vol_pct_3,0.01216411760423298,0.01216411760423298,0.532627762223625,0.5329736211031175,0.8827046918123275
rolling_kurt_5,-0.012105033100771422,0.012105033100771422,-0.563413214407073,0.7073552425665102,0.9972401103955841
ac5_20,-0.01209732883802154,0.01209732883802154,-0.5604490350230239,0.680021085925145,0.9880404783808647
sma_ratio_180,-0.011959967731395706,0.011959967731395706,-0.533833394561566,0.8634538152610441,0.9172033118675254
vol_of_vol_20,-0.011883961401216992,0.011883961401216992,-0.5487638600316995,0.5045140732873075,0.9816007359705612
rolling_sharpe_30,0.011737627288704915,0.011737627288704915,0.5431484787482357,0.3192389006342495,0.9857405703771849
var_ratio_252,0.011706770016819442,0.011706770016819442,0.4781507831946847,0.4383368569415081,0.7681692732290708
ema_ratio_2,-0.011573043622531988,0.011573043622531988,-0.5392704056164196,0.6404786680541104,0.999540018399264
distance_low_10,-0.011554239292779713,0.011554239292779713,-0.5372769309849869,0.5797177208572922,0.9954001839926403
rsi_30,0.011293125967561053,0.011293125967561053,0.5261041588919808,0.3008849557522124,0.9990800367985281
breakout_pos_120,-0.010891740333713977,0.010891740333713977,-0.4934142851269656,0.670549084858569,0.9448022079116836
ac1_30,-0.01066157454372077,0.01066157454372077,-0.4932339008496957,0.5610787942887361,0.985280588776449
ema_ratio_60,-0.010657113493648005,0.010657113493648005,-0.4965856509435974,0.7424557752341311,0.999540018399264
is_month_10,-0.010611048153541625,0.010611048153541625,-0.49443891876911905,0.4672216441207076,0.999540018399264
sma_ratio_10,-0.01058931182963536,0.01058931182963536,-0.4924021415308284,0.6607422895974908,0.9954001839926403
sma_ratio_90,-0.010510646907567908,0.010510646907567908,-0.47961615125888923,0.8641571194762684,0.9586016559337627
